OBJECTID_1,OBJECTID,County,Contae,Local_Gove,Limistéar,Classifica,Cineál,Gaeltacht,Town_Class,ID,English_Na,Irish_Name,Foirm_Ghin,Alternativ,IG_E,IG_N,ITM_E,ITM_N,Irish_Vali,Legislatio,Validated_,Date_,Comment_,x,y
1,1,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17001,AGHA,Achadh, , ,273158,165458,673093,665499,0,0,Fiontar,0, ,673093.0001,665499.0001
2,2,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17002,BALLINACARRIG,Baile na Carraige, , ,270876,172624,670811,672664,0,0,Fiontar,0, ,670811.0001,672664.0001
3,3,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17003,BALLINTEMPLE,Baile an Teampaill, , ,288298,167521,688229,667562,0,0,Fiontar,0, ,688229.0001,667562.0001
4,4,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17004,BALLON,Balana, , ,282316,164647,682249,664689,0,0,Fiontar,0, ,682249.0001,664689.0001
5,5,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17005,BALLYELLIN,Baile Eilín, , ,271289,153369,671224,653413,0,0,Fiontar,0, ,671224.0001,653413.0001
6,6,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17006,BALLYMOON,Baile Muáin, , ,273651,161168,673585,661210,0,0,Fiontar,0, ,673585.0001,661210.0001
7,7,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17007,BALLYMURPHY,Baile Uí Mhurchú, , ,278021,144377,677954,644423,0,0,Fiontar,0, ,677954.0001,644423.0001
8,8,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17008,BORRIS,An Bhuiríos, , ,272371,150071,672306,650116,0,0,Fiontar,0, ,672306.0001,650116.0001
9,9,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17009,BURTON HALL,Baile na Cille, , ,277539,179037,677473,679075,0,0,Fiontar,0, ,677473.0001,679075.0001
10,10,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17010,CARLOW RURAL,Ceatharlach (Tuath), , ,273116,178471,673051,678510,0,0,Fiontar,0, ,673051.0001,678510.0001
11,11,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17011,CARLOW URBAN,Ceatharlach (Uirbeach), , ,272221,176584,672156,676623,0,0,Fiontar,0, ,672156.0001,676623.0001
12,12,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17012,CLOGRENAN,Cloch Ghrianáin, , ,267342,171656,667278,671696,0,0,Fiontar,0, ,667278.0001,671696.0001
13,13,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17013,CLONEGALL,Cluain na nGall, , ,289656,161163,689587,661205,0,0,Fiontar,0, ,689587.0001,661205.0001
14,14,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17014,CLONMORE,Cluain Mhór, , ,295984,176559,695914,676598,0,0,Fiontar,0, ,695914.0001,676598.0001
15,15,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17015,COONOGUE,Cuanóg, , ,279867,147531,679800,647576,0,0,Fiontar,0, ,679800.0001,647576.0001
16,16,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17016,CORRIES,Na Coraí, , ,274186,157115,674120,657158,0,0,Fiontar,0, ,674120.0001,657158.0001
17,17,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17017,CRANEMORE,An Corrán Mór, , ,285654,156803,685586,656846,0,0,Fiontar,0, ,685586.0001,656846.0001
18,18,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17018,FENNAGH,Fionnmhach, , ,277236,163750,677170,663792,0,0,Fiontar,0, ,677170.0001,663792.0001
19,19,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17019,GARRYHILL,An Gharbhchoill, , ,279007,157644,678940,657687,0,0,Fiontar,0, ,678940.0001,657687.0001
20,20,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17020,GLYNN,An Gleann, , ,275477,138664,675411,638711,0,0,Fiontar,0, ,675411.0001,638711.0001
21,21,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17021,GRANGEFORD,An Ghráinseach, , ,280973,174981,680906,675020,0,0,Fiontar,0, ,680906.0001,675020.0001
22,22,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17022,HACKETSTOWN,Baile Haicéid, , ,297099,180796,697028,680834,0,0,Fiontar,0, ,697028.0001,680834.0001
23,23,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17023,HAROLDSTOWN,Baile Arúil, , ,292231,178398,692161,678437,0,0,Fiontar,0, ,692161.0001,678437.0001
24,24,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17024,JOHNSTOWN,Baile Sheáin, , ,277261,176513,677195,676552,0,0,Fiontar,0, ,677195.0001,676552.0001
25,25,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17025,KELLISTOWN,Cill Asna, , ,276761,172245,676695,672285,0,0,Fiontar,0, ,676695.0001,672285.0001
26,26,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17026,KILBRIDE,Cill Bhríde, , ,285109,165793,685041,665834,0,0,Fiontar,0, ,685041.0001,665834.0001
27,27,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17027,KILLEDMOND,Coill Éamainn, , ,276184,152950,676118,652994,0,0,Fiontar,0, ,676118.0001,652994.0001
28,28,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17028,KILLERRIG,Cill Dheirge, , ,279926,177904,679859,677943,0,0,Fiontar,0, ,679859.0001,677943.0001
29,29,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17029,KINEAGH,Cinn Eich, , ,283067,180256,682999,680294,0,0,Fiontar,0, ,682999.0001,680294.0001
30,30,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17030,KYLE,Cnoc an Tóchair, , ,276481,148488,676415,648533,0,0,Fiontar,0, ,676415.0001,648533.0001
31,31,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17031,LEIGHLINBRIDGE,Leitheanach, , ,267935,163199,667871,663241,0,0,Fiontar,0, ,667871.0001,663241.0001
32,32,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17032,MARLEY,Marlaí, , ,274606,143628,674540,643674,0,0,Fiontar,0, ,674540.0001,643674.0001
33,33,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17033,MUINEBEAG RURAL,Muine Bheag (Tuath), , ,271854,162167,671789,662209,0,0,Fiontar,0, ,671789.0001,662209.0001
34,34,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17034,MUINEBEAG URBAN,Muine Bheag (Uirbeach), , ,270043,161329,669978,661371,0,0,Fiontar,0, ,669978.0001,661371.0001
35,35,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17035,MYSHALL,Míseal, , ,282457,158145,682389,658188,0,0,Fiontar,0, ,682389.0001,658188.0001
36,36,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17036,NURNEY,An Urnaí, , ,272924,169159,672859,669200,0,0,Fiontar,0, ,672859.0001,669200.0001
37,37,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17037,OLDLEIGHLIN,Seanleithghlinn, , ,264897,165045,664833,665087,0,0,Fiontar,0, ,664833.0001,665087.0001
38,38,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17038,RAHILL,Ráth Choill, , ,285806,183415,685738,683452,0,0,Fiontar,0, ,685738.0001,683452.0001
39,39,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17039,RATHANNA,Ráth Ana, , ,280603,152743,680536,652787,0,0,Fiontar,0, ,680536.0001,652787.0001
40,40,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17040,RATHORNAN,Ráth Thornáin, , ,265367,169753,665303,669794,0,0,Fiontar,0, ,665303.0001,669794.0001
41,41,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17041,RATHRUSH,Ráth Rois, , ,281637,167597,681570,667638,0,0,Fiontar,0, ,681570.0001,667638.0001
42,42,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17042,RATHVILLY,Ráth Bhile, , ,288977,182718,688908,682756,0,0,Fiontar,0, ,688908.0001,682756.0001
43,43,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17043,RIDGE,An Droim, , ,262242,167050,662179,667091,0,0,Fiontar,0, ,662179.0001,667091.0001
44,44,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17044,SHANGARRY,An Seangharraí, , ,282386,161954,682319,661996,0,0,Fiontar,0, ,682319.0001,661996.0001
45,45,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17045,SLIGUFF,Slí Dhubh, , ,270576,156424,670511,656467,0,0,Fiontar,0, ,670511.0001,656467.0001
46,46,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17046,TANKARDSTOWN,Baile Thancaird, , ,285078,176749,685010,676788,0,0,Fiontar,0, ,685010.0001,676788.0001
47,47,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17047,TEMPLEPETER,Teampall Pheadair, , ,276023,167761,675957,667802,0,0,Fiontar,0, ,675957.0001,667802.0001
48,48,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17048,TIKNOCK,Tigh an Chnoic, , ,292599,182675,692529,682713,0,0,Fiontar,0, ,692529.0001,682713.0001
49,49,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17049,TINNAHINCH,Tigh na hInse, , ,272727,140560,672662,640607,0,0,Fiontar,0, ,672662.0001,640607.0001
50,50,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17050,TULLOW RURAL,An Tulach (Tuath), , ,285420,171538,685352,671578,0,0,Fiontar,0, ,685352.0001,671578.0001
51,51,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17051,TULLOW URBAN,An Tulach (Uirbeach), , ,285171,173421,685103,673461,0,0,Fiontar,0, ,685103.0001,673461.0001
52,52,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17052,TULLOWBEG,An Tulach Bheag, , ,282547,172434,682479,672474,0,0,Fiontar,0, ,682479.0001,672474.0001
53,53,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17053,WILLIAMSTOWN,Baile Liam, , ,287362,178552,687293,678591,0,0,Fiontar,0, ,687293.0001,678591.0001
54,54,CARLOW,Ceatharlach,CARLOW, ,ED,T,N, ,17054,GRAIGUE URBAN,An Ghráig (Uirbeach), , ,271314,176912,671249,676951,0,0,Fiontar,0, ,671249.0001,676951.0001
55,55,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27001,ARDUE,Ard Aodha, , ,230578,316774,630523,816783,0,0,Fiontar,0, ,630523.0001,816783.0001
56,56,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27002,ARVAGH,Ármhach, , ,227640,298054,627585,798067,0,0,Fiontar,0, ,627585.0001,798067.0001
57,57,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27003,ASHFIELD,Droim Lócháin, , ,255019,314233,654958,814242,0,0,Fiontar,0, ,654958.0001,814242.0001
58,58,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27004,BAILIEBOROUGH,Coill an Chollaigh, , ,267075,297740,667012,797753,0,0,Fiontar,0, ,667012.0001,797753.0001
59,59,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27005,BALLINTEMPLE,Baile an Teampaill, , ,237400,294292,637343,794306,0,0,Fiontar,0, ,637343.0001,794306.0001
60,60,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27006,BALLYCONNELL,Béal Átha Conaill, , ,225084,319167,625030,819175,0,0,Fiontar,0, ,625030.0001,819175.0001
61,61,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27007,BALLYHAISE,Béal Átha hÉis, , ,242559,310825,642501,810835,0,0,Fiontar,0, ,642501.0001,810835.0001
62,62,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27008,BALLYJAMESDUFF,Baile Fhinn, , ,251550,291420,651490,791434,0,0,Fiontar,0, ,651490.0001,791434.0001
63,63,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27009,BALLYMACHUGH,Baile Mhic Aodha, , ,242716,286835,642658,786850,0,0,Fiontar,0, ,642658.0001,786850.0001
64,64,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27010,BALLYMAGAURAN,Baile Mhic Shamhráin, , ,219226,315142,619173,815151,0,0,Fiontar,0, ,619173.0001,815151.0001
65,65,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27011,BAWNBOY,An Bábhún Buí, , ,220865,319427,620812,819435,0,0,Fiontar,0, ,620812.0001,819435.0001
66,66,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27012,BELLANANAGH,Béal Átha na nEach, , ,238873,297835,638816,797848,0,0,Fiontar,0, ,638816.0001,797848.0001
67,67,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27013,BELTURBET,Béal Tairbirt (Uirbeach), , ,235957,317173,635900,817182,0,0,Fiontar,0, ,635900.0001,817182.0001
68,68,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27014,BENBRACK,An Bhinn Bhreac, , ,209704,320440,609653,820448,0,0,Fiontar,0, ,609653.0001,820448.0001
69,69,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27015,BILBERRY,An Mullach Mór, , ,225280,312786,625226,812796,0,0,Fiontar,0, ,625226.0001,812796.0001
70,70,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27016,BRUCE HALL,Goirtín an Tairbh, , ,231346,296212,631290,796225,0,0,Fiontar,0, ,631290.0001,796225.0001
71,71,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27017,BUTLER'S BRIDGE,Droichead an Bhuitléaraigh, , ,240901,311972,640843,811982,0,0,Fiontar,0, ,640843.0001,811982.0001
72,72,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27018,CANNINGSTOWN,Baile Chainín, , ,260141,302572,660079,802584,0,0,Fiontar,0, ,660079.0001,802584.0001
73,73,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27019,CARN,An Carn, , ,228488,313636,628433,813646,0,0,Fiontar,0, ,628433.0001,813646.0001
74,74,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27020,CARNAGARVE,Carn na nGarbh, , ,265539,292791,665476,792805,0,0,Fiontar,0, ,665476.0001,792805.0001
75,75,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27021,CARRAFIN,Cora Finne, , ,237258,311153,637201,811163,0,0,Fiontar,0, ,637201.0001,811163.0001
76,76,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27022,CASTLERAHAN,Caisleán Raithin, , ,253200,286504,653140,786519,0,0,Fiontar,0, ,653140.0001,786519.0001
77,77,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27023,CASTLESAUNDERSON,Caisleán Shandarsan, , ,240204,315685,640147,815694,0,0,Fiontar,0, ,640147.0001,815694.0001
78,78,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27024,CAVAN RURAL,An Cabhán (Tuath), , ,239450,306538,639393,806549,0,0,Fiontar,0, ,639393.0001,806549.0001
79,79,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27025,CAVAN URBAN,An Cabhán (Uirbeach), , ,241773,304940,641715,804951,0,0,Fiontar,0, ,641715.0001,804951.0001
80,80,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27026,CLONERVY,Cluain Oirbhe, , ,244960,307915,644901,807926,0,0,Fiontar,0, ,644901.0001,807926.0001
81,81,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27027,COOTEHILL RURAL,Muinchille (Tuath), , ,262161,313225,662099,813235,0,0,Fiontar,0, ,662099.0001,813235.0001
82,82,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27028,COOTEHILL URBAN,Muinchille (Uirbeach), , ,259771,314157,659709,814166,0,0,Fiontar,0, ,659709.0001,814166.0001
83,83,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27029,CORR,An Chorr, , ,231918,302039,631862,802051,0,0,Fiontar,0, ,631862.0001,802051.0001
84,84,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27030,CORRANEARY,Corr an Aoire, , ,262595,307361,662533,807372,0,0,Fiontar,0, ,662533.0001,807372.0001
85,85,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27031,CROSSBANE,An Chrois Bhán, , ,263419,289252,663356,789267,0,0,Fiontar,0, ,663356.0001,789267.0001
86,86,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27032,CROSSDONEY,Cros Domhnaigh, , ,235071,301749,635015,801761,0,0,Fiontar,0, ,635015.0001,801761.0001
87,87,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27033,CROSSKEYS,Carraig an Tobair, , ,248734,297615,648675,797628,0,0,Fiontar,0, ,648675.0001,797628.0001
88,88,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27034,CUTTRAGH,Cutrach, , ,247736,302297,647677,802309,0,0,Fiontar,0, ,647677.0001,802309.0001
89,89,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27035,DENN,Deinn, , ,243307,297024,643249,797037,0,0,Fiontar,0, ,643249.0001,797037.0001
90,90,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27036,DERRIN,An Doirín, , ,241498,293775,641440,793789,0,0,Fiontar,0, ,641440.0001,793789.0001
91,91,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27037,DERRYLAHAN,Doire Leathan, , ,203968,329267,603918,829273,0,0,Fiontar,0, ,603918.0001,829273.0001
92,92,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27038,DERRYNANANTA,Doire na Neanta, , ,207479,324269,607429,824276,0,0,Fiontar,0, ,607429.0001,824276.0001
93,93,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27039,DIAMOND,Droim Chartach, , ,227581,310003,627526,810013,0,0,Fiontar,0, ,627526.0001,810013.0001
94,94,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27040,DOOGARY,An Dúgharraí, , ,223905,309254,623851,809265,0,0,Fiontar,0, ,623851.0001,809265.0001
95,95,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27041,DOWRA,An Damhshraith, , ,200030,328015,599981,828022,0,0,Fiontar,0, ,599981.0001,828022.0001
96,96,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27042,DRUMANESPICK,Droim an Easpaig, , ,260354,298647,660292,798660,0,0,Fiontar,0, ,660292.0001,798660.0001
97,97,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27043,DRUMCARBAN,Droim Chearbán, , ,234742,297172,634686,797185,0,0,Fiontar,0, ,634686.0001,797185.0001
98,98,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27044,DRUMCARN,Droim Chairn, , ,246946,314364,646887,814373,0,0,Fiontar,0, ,646887.0001,814373.0001
99,99,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27045,DRUMLUMMAN,Droim Lomáin, , ,237404,288972,637347,788987,0,0,Fiontar,0, ,637347.0001,788987.0001
100,100,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27046,DRUNG,Drong, , ,249194,309540,649135,809550,0,0,Fiontar,0, ,649135.0001,809550.0001
101,101,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27047,DUNMAKEEVER,Dún Mhic Íomhair, , ,206428,326803,606378,826810,0,0,Fiontar,0, ,606378.0001,826810.0001
102,102,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27048,ENNISKEEN,Inis Caoin, , ,272302,295116,672237,795129,0,0,Fiontar,0, ,672237.0001,795129.0001
103,103,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27049,ESKEY,Droichead na hEasca, , ,203373,337165,603324,837170,0,0,Fiontar,0, ,603324.0001,837170.0001
104,104,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27050,GRADDUM, , , ,247611,294056,647552,794070,0,0, ,0, ,647552.0001,794070.0001
105,105,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27051,GRILLY,An Ghreallaigh, , ,238157,317941,638100,817950,0,0,Fiontar,0, ,638100.0001,817950.0001
106,106,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27052,KILBRIDE,Cill Bhríde, , ,248734,283918,648674,783934,0,0,Fiontar,0, ,648674.0001,783934.0001
107,107,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27053,KILCOGY,Cill Chóige, , ,235591,286687,635534,786702,0,0,Fiontar,0, ,635534.0001,786702.0001
108,108,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27054,KILCONNY,Coill Chonnaidh, , ,234642,318624,634586,818633,0,0,Fiontar,0, ,634586.0001,818633.0001
109,109,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27055,KILGOLAGH,Coill Ghabhlach, , ,239199,284121,639142,784137,0,0,Fiontar,0, ,639142.0001,784137.0001
110,110,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27056,KILL,An Chill, , ,239985,290933,639927,790947,0,0,Fiontar,0, ,639927.0001,790947.0001
111,111,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27057,KILLASHANDRA,Cill na Seanrátha, , ,228879,307716,628824,807727,0,0,Fiontar,0, ,628824.0001,807727.0001
112,112,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27058,KILLINAGH,Cill Laighneach, , ,202130,332879,602081,832885,0,0,Fiontar,0, ,602081.0001,832885.0001
113,113,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27059,KILLINKERE,Cillín Chéir, , ,260568,294551,660506,794565,0,0,Fiontar,0, ,660506.0001,794565.0001
114,114,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27060,KILLYKEEN,Coillidh Chaoin, , ,235196,305589,635140,805600,0,0,Fiontar,0, ,635140.0001,805600.0001
115,115,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27061,KILNALECK,Cill na Leice, , ,246331,290558,646272,790572,0,0,Fiontar,0, ,646272.0001,790572.0001
116,116,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27062,KINAWLEY,Cill Náile, , ,214417,325676,614365,825683,0,0,Fiontar,0, ,614365.0001,825683.0001
117,117,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27063,KINGSCOURT,Dún an Rí, , ,277166,296140,677100,796153,0,0,Fiontar,0, ,677100.0001,796153.0001
118,118,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27064,KNAPPAGH,An Chnapach, , ,266790,308532,666727,808542,0,0,Fiontar,0, ,666727.0001,808542.0001
119,119,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27065,LARAH NORTH,Láithreach, , ,252443,306504,652383,806515,0,0,Fiontar,0, ,652383.0001,806515.0001
120,120,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27066,LARAH SOUTH,Leathráth Thuaidh, , ,255293,301800,655232,801812,0,0,Fiontar,0, ,655232.0001,801812.0001
121,121,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27067,LISAGOAN,Luimneach Theas (Tuath), , ,274456,298658,674391,798671,0,0,Fiontar,0, ,674391.0001,798671.0001
122,122,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27068,LISSANOVER,Lios an Daill Thiar, , ,223636,314567,623582,814576,0,0,Fiontar,0, ,623582.0001,814576.0001
123,123,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27069,LOUGHDAWAN,Loch Luíoch, , ,233450,292188,633394,792202,0,0,Fiontar,0, ,633394.0001,792202.0001
124,124,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27070,LURGAN,An Lorgain, , ,255078,290643,655017,790657,0,0,Fiontar,0, ,655017.0001,790657.0001
125,125,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27071,MILLTOWN,Baile an Mhuilinn, , ,233270,311153,633214,811163,0,0,Fiontar,0, ,633214.0001,811163.0001
126,126,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27072,MOYNEHALL,Eochaill, , ,243157,301625,643099,801637,0,0,Fiontar,0, ,643099.0001,801637.0001
127,127,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27073,MULLAGH,An Mullach, , ,267402,286352,667338,786367,0,0,Fiontar,0, ,667338.0001,786367.0001
128,128,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27074,MUNTERCONNAUGHT,Muintir Chonnacht, , ,259088,283944,659026,783960,0,0,Fiontar,0, ,659026.0001,783960.0001
129,129,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27075,PEDARA VOHERS,Crosbhóthar Pheadar an Bhóthair, , ,214776,322469,614724,822477,0,0,Fiontar,0, ,614724.0001,822477.0001
130,130,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27076,RAKENNY,Ráth Cionaoith, , ,251688,312329,651628,812339,0,0,Fiontar,0, ,651628.0001,812339.0001
131,131,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27077,REDHILL,An Cnoc Rua, , ,242913,316200,642855,816209,0,0,Fiontar,0, ,642855.0001,816209.0001
132,132,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27078,SCRABBY,An Screabach, , ,229906,291856,629851,791870,0,0,Fiontar,0, ,629851.0001,791870.0001
133,133,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27079,SHERCOCK,Searcóg, , ,270012,304841,669948,804852,0,0,Fiontar,0, ,669948.0001,804852.0001
134,134,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27080,SKEAGH,Sceitheach, , ,264735,302171,664672,802183,0,0,Fiontar,0, ,664672.0001,802183.0001
135,135,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27081,SPRINGFIELD,Corr an Dairín, , ,227928,303760,627873,803772,0,0,Fiontar,0, ,627873.0001,803772.0001
136,136,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27082,STRADONE,Sraith an Domhain, , ,251059,302440,650999,802452,0,0,Fiontar,0, ,650999.0001,802452.0001
137,137,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27083,SWANLINBAR,An Muileann Iarainn, , ,216804,327545,616752,827552,0,0,Fiontar,0, ,616752.0001,827552.0001
138,138,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27084,TAGHART,An Táchairt, , ,271491,301708,671427,801720,0,0,Fiontar,0, ,671427.0001,801720.0001
139,139,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27085,TEEBANE,An Taobh Bán, , ,198509,331422,598461,831428,0,0,Fiontar,0, ,598461.0001,831428.0001
140,140,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27086,TEMPLEPORT,Teampall an Phoirt, , ,214351,319393,614299,819401,0,0,Fiontar,0, ,614299.0001,819401.0001
141,141,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27087,TERMON,An Tearmann, , ,256352,294636,656291,794650,0,0,Fiontar,0, ,656291.0001,794650.0001
142,142,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27088,TIRCAHAN,Tír Chatháin, , ,221015,324141,620962,824148,0,0,Fiontar,0, ,620962.0001,824148.0001
143,143,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27089,TUAM,Tuaim, , ,206399,334152,606349,834157,0,0,Fiontar,0, ,606349.0001,834157.0001
144,144,CAVAN,An Cabhán,CAVAN, ,ED,T,N, ,27090,TULLYVIN EAST,Tulaigh Bhinn Thoir, , ,257694,309392,657633,809402,0,0,Fiontar,0, ,657633.0001,809402.0001
