OBJECTID_1,OBJECTID,County,Contae,Local_Gove,Limistéar,Classifica,Cineál,Gaeltacht,Town_Class,ID,English_Na,Irish_Name,Foirm_Ghin,Alternativ,IG_E,IG_N,ITM_E,ITM_N,Irish_Vali,Legislatio,Validated_,Date_,Comment_,x,y
2062,2062,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127108,LOGHILL,Leic Snámha, , ,119885,148917,519853,648963,1,522,FF,1.16977E+12, ,519853.0001,648963.0001
2063,2063,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127109,MAHOONAGH,Maigh Thamhnach, , ,132801,131282,532766,631331,1,522,FF,1.16977E+12, ,532766.0001,631331.0001
2064,2064,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127110,MOHERNAGH,Motharnach, , ,120238,145414,520206,645460,1,522,FF,1.16977E+12, ,520206.0001,645460.0001
2065,2065,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127111,MONAGAY,Móin Achaidh Ghae, , ,124861,129458,524828,629508,1,522,FF,1.16977E+12, ,524828.0001,629508.0001
2066,2066,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127112,MOUNTCOLLINS,Cnoc Uí Choileáin, , ,116973,119847,516941,619899,1,522,FF,1.16977E+12, ,516941.0001,619899.0001
2067,2067,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127113,MOUNTPLUMMER,Cill Aidhleach, , ,130656,121538,530621,621590,1,522,FF,1.16977E+12, ,530621.0001,621590.0001
2068,2068,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127114,NANTINAN,Neantanán, , ,136749,146193,536713,646239,1,522,FF,1.16977E+12, ,536713.0001,646239.0001
2069,2069,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127115,NEWCASTLE RURAL,An Caisleán Nua (Tuath), , ,127547,132165,527513,632214,1,522,FF,1.16977E+12, ,527513.0001,632214.0001
2070,2070,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127116,NEWCASTLE URBAN,An Caisleán Nua (Uirbeach), , ,128147,133571,528113,633620,1,522,FF,1.16977E+12, ,528113.0001,633620.0001
2071,2071,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127117,OOLA,Úlla, , ,181948,144385,581902,644431,1,522,FF,1.16977E+12, ,581902.0001,644431.0001
2072,2072,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127118,PALLASKENRY,Pailís Chaonraí, , ,141387,154789,541350,654833,1,522,FF,1.16977E+12, ,541350.0001,654833.0001
2073,2073,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127119,PARTICLES,Na Páirteagail, , ,165037,118090,564995,618142,1,522,FF,1.16977E+12, ,564995.0001,618142.0001
2074,2074,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127120,PATRICKSWELL,Tobar Phádraig, , ,151664,150576,551625,650621,1,522,FF,1.16977E+12, ,551625.0001,650621.0001
2075,2075,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127121,PORT,Port Trí Namhad, , ,110639,129700,510609,629750,1,522,FF,1.16977E+12, ,510609.0001,629750.0001
2076,2076,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127122,RATHKEALE RURAL,Ráth Caola (Tuath), , ,136707,143109,536671,643156,1,522,FF,1.16977E+12, ,536671.0001,643156.0001
2077,2077,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127123,RATHKEALE URBAN,Ráth Caola (Uirbeach), , ,137047,141036,537011,641083,1,522,FF,1.16977E+12, ,537011.0001,641083.0001
2078,2078,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127124,RATHMORE,An Ráth Mhór, , ,157531,141313,557491,641360,1,522,FF,1.16977E+12, ,557491.0001,641360.0001
2079,2079,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127125,RATHRONAN,Ráth Rónáin, , ,114592,133109,514561,633158,1,522,FF,1.16977E+12, ,514561.0001,633158.0001
2080,2080,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127126,RIDDLESTOWN,Baile an Ridéalaigh, , ,132288,143220,532253,643267,1,522,FF,1.16977E+12, ,532253.0001,643267.0001
2081,2081,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127127,RIVERSDALE,Lios an Arbhair, , ,182971,126061,582925,626111,1,522,FF,1.16977E+12, ,582925.0001,626111.0001
2082,2082,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127128,ROCKHILL,Cnoc na Carraige, , ,151937,131124,551898,631173,1,522,FF,1.16977E+12, ,551898.0001,631173.0001
2083,2083,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127129,ROOSKAGH,Rúscach, , ,121196,135858,521164,635906,1,522,FF,1.16977E+12, ,521164.0001,635906.0001
2084,2084,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127130,ROXBOROUGH,Baile an Róistigh, , ,157301,150954,557261,650999,1,522,FF,1.16977E+12, ,557261.0001,650999.0001
2085,2085,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127131,SHANAGOLDEN,Seanghualainn, , ,124570,150935,524537,650980,1,522,FF,1.16977E+12, ,524537.0001,650980.0001
2086,2086,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127132,SHANID,Seanaid, , ,124131,146324,524098,646370,1,522,FF,1.16977E+12, ,524098.0001,646370.0001
2087,2087,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127133,TEMPLEBREDON,Teampall Uí Bhrídeáin, , ,177470,141455,577425,641502,1,522,FF,1.16977E+12, ,577425.0001,641502.0001
2088,2088,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127134,TEMPLEGLENTAN,Teampall an Ghleanntáin, , ,119308,128517,519276,628567,1,522,FF,1.16977E+12, ,519276.0001,628567.0001
2089,2089,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127135,TOBERNEA,Tobar Naí, , ,157122,124474,557082,624525,1,522,FF,1.16977E+12, ,557082.0001,624525.0001
2090,2090,LIMERICK,Luimneach,LIMERICK, ,ED,T,N, ,127136,UREGARE,An Úir Ghearr, , ,164657,132955,564615,633004,1,522,FF,1.16977E+12, ,564615.0001,633004.0001
2091,2091,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128001,ABBEY A,An Mhainistir A, , ,158293,158932,558253,658975,1,522,FF,1.16977E+12, ,558253.0001,658975.0001
2092,2092,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128002,ABBEY B,An Mhainistir B, , ,159331,157420,559290,657464,1,522,FF,1.16977E+12, ,559290.0001,657464.0001
2093,2093,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128003,ABBEY C,An Mhainistir C, , ,158271,157189,558231,657233,1,522,FF,1.16977E+12, ,558231.0001,657233.0001
2094,2094,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128004,ABBEY D,An Mhainistir D, , ,158682,156973,558641,657017,1,522,FF,1.16977E+12, ,558641.0001,657017.0001
2095,2095,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128005,BALLINACURRA A,Béal Átha na Cora A, , ,155683,155632,555643,655676,1,522,FF,1.16977E+12, ,555643.0001,655676.0001
2096,2096,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128006,BALLINACURRA B,Béal Átha na Cora B, , ,156671,154938,556631,654982,1,522,FF,1.16977E+12, ,556631.0001,654982.0001
2097,2097,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128007,BALLYNANTY,Baile Uí Neachtain, , ,156073,158600,556033,658643,1,522,FF,1.16977E+12, ,556033.0001,658643.0001
2098,2098,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128008,CASTLE A,An Caisleán A, , ,156913,157511,556873,657555,1,522,FF,1.16977E+12, ,556873.0001,657555.0001
2099,2099,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128009,CASTLE B,An Caisleán B, , ,157356,157593,557316,657637,1,522,FF,1.16977E+12, ,557316.0001,657637.0001
2100,2100,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128010,CASTLE C,An Caisleán C, , ,156448,157245,556408,657289,1,522,FF,1.16977E+12, ,556408.0001,657289.0001
2101,2101,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128011,CASTLE D,An Caisleán D, , ,155611,157095,555571,657139,1,522,FF,1.16977E+12, ,555571.0001,657139.0001
2102,2102,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128012,COOLRAINE,Cúil Raithní, , ,155806,157822,555766,657866,1,522,FF,1.16977E+12, ,555766.0001,657866.0001
2103,2103,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128013,CUSTOM HOUSE,Teach an Chustaim, , ,157658,157290,557618,657334,1,522,FF,1.16977E+12, ,557618.0001,657334.0001
2104,2104,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128014,DOCK A,An Duga A, , ,157031,156627,556991,656671,1,522,FF,1.16977E+12, ,556991.0001,656671.0001
2105,2105,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128015,DOCK B,An Duga B, , ,157337,156446,557297,656490,1,522,FF,1.16977E+12, ,557297.0001,656490.0001
2106,2106,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128016,DOCK C,An Duga C, , ,156988,155978,556948,656022,1,522,FF,1.16977E+12, ,556948.0001,656022.0001
2107,2107,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128017,DOCK D,An Duga D, , ,156433,156274,556393,656318,1,522,FF,1.16977E+12, ,556393.0001,656318.0001
2108,2108,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128018,FARRANSHONE,Fearann Seoin, , ,156440,157838,556400,657882,1,522,FF,1.16977E+12, ,556400.0001,657882.0001
2109,2109,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128019,GALVONE A,An Ghallmhóin A, , ,159014,155618,558973,655662,1,522,FF,1.16977E+12, ,558973.0001,655662.0001
2110,2110,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128020,GALVONE B,An Ghallmhóin B, , ,158941,155106,558900,655150,1,522,FF,1.16977E+12, ,558900.0001,655150.0001
2111,2111,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128021,GLENTWORTH A,Glentworth A, , ,157925,156575,557885,656619,1,522,FF,1.16977E+12, ,557885.0001,656619.0001
2112,2112,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128022,GLENTWORTH B,Glentworth B, , ,157940,155811,557900,655855,1,522,FF,1.16977E+12, ,557900.0001,655855.0001
2113,2113,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128023,GLENTWORTH C,Glentworth C, , ,157666,155719,557626,655763,1,522,FF,1.16977E+12, ,557626.0001,655763.0001
2114,2114,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128024,JOHN'S A,Toghroinn Eoin A, , ,157584,158435,557544,658478,1,522,FF,1.16977E+12, ,557544.0001,658478.0001
2115,2115,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128025,JOHN'S B,Toghroinn Eoin B, , ,157817,157787,557777,657831,1,522,FF,1.16977E+12, ,557777.0001,657831.0001
2116,2116,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128026,JOHN'S C,Toghroinn Eoin C, , ,157990,157489,557950,657533,1,522,FF,1.16977E+12, ,557950.0001,657533.0001
2117,2117,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128027,KILLEELY A,Cill Liaile A, , ,157053,158753,557013,658796,1,522,FF,1.16977E+12, ,557013.0001,658796.0001
2118,2118,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128028,KILLEELY B,Cill Liaile B, , ,157269,157987,557229,658031,1,522,FF,1.16977E+12, ,557229.0001,658031.0001
2119,2119,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128029,MARKET,An Margadh, , ,158163,156793,558123,656837,1,522,FF,1.16977E+12, ,558123.0001,656837.0001
2120,2120,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128030,PROSPECT A,Cnoc an Radhairc A, , ,157536,156086,557496,656130,1,522,FF,1.16977E+12, ,557496.0001,656130.0001
2121,2121,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128031,PROSPECT B,Cnoc an Radhairc B, , ,157248,155603,557208,655647,1,522,FF,1.16977E+12, ,557208.0001,655647.0001
2122,2122,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128032,RATHBANE,An Ráth Bhán, , ,157940,155171,557900,655215,1,522,FF,1.16977E+12, ,557900.0001,655215.0001
2123,2123,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128033,SHANNON A,An tSionainn A, , ,157349,157045,557309,657089,1,522,FF,1.16977E+12, ,557309.0001,657089.0001
2124,2124,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128034,SHANNON B,An tSionainn B, , ,157579,156886,557539,656930,1,522,FF,1.16977E+12, ,557539.0001,656930.0001
2125,2125,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128035,SINGLAND A,Saingeal A, , ,158879,156551,558838,656595,1,522,FF,1.16977E+12, ,558838.0001,656595.0001
2126,2126,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128036,SINGLAND B,Saingeal B, , ,159713,156308,559672,656352,1,522,FF,1.16977E+12, ,559672.0001,656352.0001
2127,2127,LIMERICK,Luimneach,LIMERICK CITY, ,ED,T,N, ,128037,St. LAURENCE,Toghroinn San Labhráis, , ,158675,156135,558634,656179,1,522,FF,1.16977E+12, ,558634.0001,656179.0001
2128,2128,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137001,ABBEYLARA,Mainistir Leathrátha, , ,235797,280072,635740,780089,0,0,Fiontar,0, ,635740.0001,780089.0001
2129,2129,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137002,AGHABOY,Achadh Buí, , ,219407,281529,619354,781546,0,0,Fiontar,0, ,619354.0001,781546.0001
2130,2130,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137003,AGHARRA,Eachara, , ,222972,260715,622918,760736,0,0,Fiontar,0, ,622918.0001,760736.0001
2131,2131,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137004,ARDAGH EAST,Ardach Thoir, , ,222087,268821,622033,768840,0,0,Fiontar,0, ,622033.0001,768840.0001
2132,2132,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137005,ARDAGH WEST,Ardach Thiar, , ,215092,270046,615040,770065,0,0,Fiontar,0, ,615040.0001,770065.0001
2133,2133,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137006,BALLINALEE,Béal Átha na Lao, , ,224189,280337,624135,780354,0,0,Fiontar,0, ,624135.0001,780354.0001
2134,2134,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137007,BALLINAMUCK EAST,Béal Átha na Muc Thoir, , ,221281,289507,621227,789522,0,0,Fiontar,0, ,621227.0001,789522.0001
2135,2135,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137008,BALLINAMUCK WEST,Béal Átha na Muc Thiar, , ,215348,289926,615296,789941,0,0,Fiontar,0, ,615296.0001,789941.0001
2136,2136,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137009,BALLYMAHON,Baile Uí Mhatháin, , ,213743,257622,613691,757644,0,0,Fiontar,0, ,613691.0001,757644.0001
2137,2137,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137010,BALLYMUIGH,Baile Maí, , ,226847,269469,626792,769488,0,0,Fiontar,0, ,626792.0001,769488.0001
2138,2138,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137011,BREANRISK,Bréanros, , ,212728,283546,612676,783562,0,0,Fiontar,0, ,612676.0001,783562.0001
2139,2139,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137012,BUNLAHY,Bun Lathaí, , ,227366,281207,627311,781224,0,0,Fiontar,0, ,627311.0001,781224.0001
2140,2140,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137013,CALDRAGH,An Chealdrach, , ,211452,278435,611400,778452,0,0,Fiontar,0, ,611400.0001,778452.0001
2141,2141,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137014,CASHEL EAST,An Caiseal Thoir, , ,204893,263181,604843,763202,0,0,Fiontar,0, ,604843.0001,763202.0001
2142,2142,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137015,CASHEL WEST,An Caiseal Thiar, , ,203039,257649,602989,757671,0,0,Fiontar,0, ,602989.0001,757671.0001
2143,2143,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137016,CLOONDARA,Cluain Dá Ráth, , ,206121,275565,606071,775583,0,0,Fiontar,0, ,606071.0001,775583.0001
2144,2144,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137017,CLOONEE,Cluain Aodha, , ,217378,278470,617325,778487,0,0,Fiontar,0, ,617325.0001,778487.0001
2145,2145,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137018,COLUMBKILLE,Toghroinn Cheantair Cholm Cille, , ,224368,291890,624314,791904,0,0,Fiontar,0, ,624314.0001,791904.0001
2146,2146,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137019,COOLAMBER,Cúil Amra, , ,232529,274542,632473,774560,0,0,Fiontar,0, ,632473.0001,774560.0001
2147,2147,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137020,CORBOY,An Chorr Bhuí, , ,219572,273754,619519,773772,0,0,Fiontar,0, ,619519.0001,773772.0001
2148,2148,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137021,CREEVY,An Chraobhaigh, , ,233979,283609,633923,783625,0,0,Fiontar,0, ,633923.0001,783625.0001
2149,2149,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137022,CROSAGSTOWN,Baile an Chrosaigh, , ,227755,272930,627700,772948,0,0,Fiontar,0, ,627700.0001,772948.0001
2150,2150,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137023,CURRYGRANE,Currach Gránna, , ,221673,278005,621619,778022,0,0,Fiontar,0, ,621619.0001,778022.0001
2151,2151,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137024,DALYSTOWN,Baile Uí Dhálaigh, , ,230261,283602,630205,783618,0,0,Fiontar,0, ,630205.0001,783618.0001
2152,2152,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137025,DOORY,Dúraí, , ,216675,263159,616622,763180,0,0,Fiontar,0, ,616622.0001,763180.0001
2153,2153,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137026,DRUMGORT,Droim Goirt, , ,220412,293421,620359,793435,0,0,Fiontar,0, ,620359.0001,793435.0001
2154,2154,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137027,DRUMLISH,Droim Lis, , ,215871,284772,615819,784788,0,0,Fiontar,0, ,615819.0001,784788.0001
2155,2155,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137028,DRUMMEEL,An Droim Maol, , ,224446,277557,624392,777574,0,0,Fiontar,0, ,624392.0001,777574.0001
2156,2156,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137029,MEATHAS TRUIM,Meathas Troim, , ,223364,271681,623310,771700,0,0,Fiontar,0, ,623310.0001,771700.0001
2157,2157,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137030,FIRRY,An Rinn Rua, , ,234636,277557,634579,777574,0,0,Fiontar,0, ,634579.0001,777574.0001
2158,2158,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137031,FORGNEY,Forgnaí, , ,218851,256164,618798,756186,0,0,Fiontar,0, ,618798.0001,756186.0001
2159,2159,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137032,FOXHALL,An Ráth Riabhach, , ,224689,264081,624635,764101,0,0,Fiontar,0, ,624635.0001,764101.0001
2160,2160,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137033,GELSHAGH,Geilseach, , ,224923,284136,624869,784152,0,0,Fiontar,0, ,624869.0001,784152.0001
2161,2161,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137034,GRANARD RURAL,Gránard (Tuath), , ,232176,278907,632120,778924,0,0,Fiontar,0, ,632120.0001,778924.0001
2162,2162,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137035,GRANARD URBAN,Gránard (Uirbeach), , ,232592,281263,632536,781280,0,0,Fiontar,0, ,632536.0001,781280.0001
2163,2163,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137036,KILCOMMOCK,Cill Dachomóg, , ,211163,263788,611111,763808,0,0,Fiontar,0, ,611111.0001,763808.0001
2164,2164,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137037,KILGLASS,Cill Ghlas, , ,219366,263024,619313,763045,0,0,Fiontar,0, ,619313.0001,763045.0001
2165,2165,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137038,KILLASHEE,Cill na Sí, , ,207174,270980,607123,770999,0,0,Fiontar,0, ,607123.0001,770999.0001
2166,2166,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137039,KILLOE,Cill Eo, , ,219096,285694,619043,785710,0,0,Fiontar,0, ,619043.0001,785710.0001
2167,2167,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137040,KNOCKANBAUN,An Cnocán Bán, , ,225962,275483,625907,775501,0,0,Fiontar,0, ,625907.0001,775501.0001
2168,2168,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137041,LEDWITHSTOWN,An Leithcheathrú, , ,209715,258503,609664,758525,0,0,Fiontar,0, ,609664.0001,758525.0001
2169,2169,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137042,LISLEA,Lios Laichtín, , ,221831,283702,621777,783718,0,0,Fiontar,0, ,621777.0001,783718.0001
2170,2170,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137043,LONGFORD No. 1 URBAN,Leamhchoill, , ,213075,274924,613023,774942,0,0,Fiontar,0, ,613023.0001,774942.0001
2171,2171,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137044,LONGFORD No. 2 URBAN,An Longfort (Uimh.1 Uirbeach), , ,212651,275915,612599,775933,0,0,Fiontar,0, ,612599.0001,775933.0001
2172,2172,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137045,LONGFORD RURAL,An Longfort (Uimh.2 Uirbeach), , ,212752,273076,612700,773094,0,0,Fiontar,0, ,612700.0001,773094.0001
2173,2173,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137046,MILLTOWN,Baile an Mhuilinn, , ,229305,276995,629250,777013,0,0,Fiontar,0, ,629250.0001,777013.0001
2174,2174,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137047,MOATFARRELL,Móta Uí Fhearaíl, , ,222128,274428,622074,774446,0,0,Fiontar,0, ,622074.0001,774446.0001
2175,2175,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137048,MOUNTDAVIS, , , ,203450,269908,603400,769927,0,0, ,0, ,603400.0001,769927.0001
2176,2176,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137049,MOYDOW,Maigh Dumha, , ,211911,268945,611859,768964,0,0,Fiontar,0, ,611859.0001,768964.0001
2177,2177,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137050,MOYNE,An Mhaighean, , ,223696,297539,623642,797552,0,0,Fiontar,0, ,623642.0001,797552.0001
2178,2178,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137051,MULLANALAGHTA,Mullach an Leachta, , ,229504,287733,629449,787748,0,0,Fiontar,0, ,629449.0001,787748.0001
2179,2179,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137052,NEWGROVE,Cúil Domhnaigh, , ,238078,277544,638021,777561,0,0,Fiontar,0, ,638021.0001,777561.0001
2180,2180,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137053,NEWTOWN FORBES,An Lios Breac, , ,207169,282152,607118,782169,0,0,Fiontar,0, ,607118.0001,782169.0001
2181,2181,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137054,RATHCLINE,Ráth Claon, , ,199728,265216,599679,765236,0,0,Fiontar,0, ,599679.0001,765236.0001
2182,2182,LONGFORD,An Longfort,LONGFORD, ,ED,T,N, ,137055,SONNAGH,An Sonnach, , ,226708,285846,626653,785862,0,0,Fiontar,0, ,626653.0001,785862.0001
2183,2183,LOUTH,Lú,LOUTH, ,ED,T,N, ,147001,ARDEE RURAL,Baile Átha Fhirdhia (Tuath), , ,295320,293564,695251,793578,1,521,AMCM,1.16407E+12, ,695251.0001,793578.0001
2184,2184,LOUTH,Lú,LOUTH, ,ED,T,N, ,147002,ARDEE URBAN,Baile Átha Fhirdhia (Uirbeach), , ,295719,290567,695649,790581,1,521,AMCM,1.16407E+12, ,695649.0001,790581.0001
2185,2185,LOUTH,Lú,LOUTH, ,ED,T,N, ,147003,BALLYMASCANLAN,Baile Mhic Scanláin, , ,306544,311733,706472,811743,1,521,AMCM,1.16407E+12, ,706472.0001,811743.0001
2186,2186,LOUTH,Lú,LOUTH, ,ED,T,N, ,147004,BARRONSTOWN,Baile Bharúin, , ,297574,308666,697504,808676,1,521,AMCM,1.16407E+12, ,697504.0001,808676.0001
2187,2187,LOUTH,Lú,LOUTH, ,ED,T,N, ,147005,CARLINGFORD,Cairlinn, , ,317844,309922,717770,809932,1,521,AMCM,1.16407E+12, ,717770.0001,809932.0001
2188,2188,LOUTH,Lú,LOUTH, ,ED,T,N, ,147006,CASTLEBELLINGHAM,Baile an Ghearlánaigh, , ,305332,293577,705260,793590,1,521,AMCM,1.16407E+12, ,705260.0001,793590.0001
2189,2189,LOUTH,Lú,LOUTH, ,ED,T,N, ,147007,CASTLERING,Caisleán Fhraing, , ,296871,304879,696801,804890,1,521,AMCM,1.16407E+12, ,696801.0001,804890.0001
2190,2190,LOUTH,Lú,LOUTH, ,ED,T,N, ,147008,CASTLETOWN,Caisleán Dhún Dealgan, , ,300340,305373,700270,805384,1,521,AMCM,1.16407E+12, ,700270.0001,805384.0001
2191,2191,LOUTH,Lú,LOUTH, ,ED,T,N, ,147009,CLOGHER,Clochar, , ,312330,284982,712257,784997,1,521,AMCM,1.16407E+12, ,712257.0001,784997.0001
2192,2192,LOUTH,Lú,LOUTH, ,ED,T,N, ,147010,CLONKEEN,Cluain Caoin, , ,290016,294627,689948,794640,1,521,AMCM,1.16407E+12, ,689948.0001,794640.0001
2193,2193,LOUTH,Lú,LOUTH, ,ED,T,N, ,147011,COLLON,Collann, , ,298796,283301,698726,783317,1,521,AMCM,1.16407E+12, ,698726.0001,783317.0001
2194,2194,LOUTH,Lú,LOUTH, ,ED,T,N, ,147012,CREGGAN UPPER,An Creagán Uachtarach, , ,295054,310941,694985,810951,1,521,AMCM,1.16407E+12, ,694985.0001,810951.0001
2195,2195,LOUTH,Lú,LOUTH, ,ED,T,N, ,147013,DARVER,Dairbhre, , ,299156,298888,699086,798900,1,521,AMCM,1.16407E+12, ,699086.0001,798900.0001
2196,2196,LOUTH,Lú,LOUTH, ,ED,T,N, ,147014,FAIR GATE,Geata Shráid an Aonaigh, , ,308919,275839,708847,775856,1,521,AMCM,1.16407E+12, ,708847.0001,775856.0001
